id_kabupaten,nama_kabupaten,frekuensi_gempa,depth_mean,mag_max,mag_mean,korban_total,rumah_rusak_total,fasum_rusak_total
IDN.19.4_1,KepulauanAru,0.0,514.0,0.0,0.0,0.0,0.0,8.0
IDN.19.5_1,MalukuBaratDaya,25.0,177.2,6.023659467,4.27988467704,7.0,251.0,31.0
IDN.19.6_1,MalukuTengah,939.0,21.26517571884984,6.113163366,3.1346945544313103,1170.0,9214.0,430.0
IDN.19.8_1,MalukuTenggara,2.0,18.0,4.384411175,3.9149468685000004,1.0,53.0,1.0
IDN.19.7_1,MalukuTenggaraBarat,9.0,54.22222222222222,5.668362296,4.676022113888888,0.0,0.0,0.0
IDN.19.9_1,SeramBagianBarat,584.0,19.618150684931507,6.594751327,2.953122185136986,407.0,1506.0,162.0
IDN.19.10_1,SeramBagianTimur,102.0,31.254901960784313,5.08586891,3.4305112036666667,0.0,0.0,0.0
IDN.19.11_1,Tual,0.0,514.0,0.0,0.0,0.0,0.0,0.0
IDN.18.1_1,HalmaheraBarat,174.0,37.02298850574713,6.684196875,3.330212558913793,7.0,1297.0,15.0
IDN.18.2_1,HalmaheraSelatan,153.0,39.61437908496732,7.106909133,3.8711718370718953,151.0,4308.0,386.0
IDN.18.3_1,HalmaheraTengah,19.0,18.526315789473685,4.38073959,3.311958004368421,0.0,0.0,0.0
IDN.18.4_1,HalmaheraTimur,159.0,27.452830188679247,5.391767098,3.411811692238994,0.0,0.0,0.0
IDN.18.5_1,HalmaheraUtara,185.0,27.9027027027027,5.484661032,3.338389483735135,57.0,790.0,27.0
IDN.18.6_1,KepulauanSula,16.0,32.9375,5.201586297,4.04592903975,0.0,0.0,0.0
IDN.18.7_1,PulauMorotai,273.0,143.52747252747253,5.211431268,4.021338858014652,64.0,742.0,27.0
IDN.18.8_1,Ternate,21.0,23.047619047619047,5.2107961,3.8982768671904764,2.0,888.0,28.0
IDN.18.9_1,TidoreKepulauan,16.0,42.4375,4.979274502,3.0600995981875,0.0,0.0,0.0
IDN.20.1_1,Bima,543.0,61.97790055248619,5.21348957,3.013627255237569,0.0,0.0,0.0
IDN.20.2_1,Dompu,723.0,91.42876901798064,6.1679738,3.065614109197787,121.0,9320.0,78.0
IDN.20.3_1,KotaBima,22.0,111.31818181818181,4.372965473,2.780068573863636,112.0,8487.0,220.0
IDN.20.4_1,LombokBarat,107.0,63.0,4.458361014,2.9329045491214956,501.0,79695.0,72.0
IDN.20.5_1,LombokTengah,328.0,42.5030487804878,4.485992882,2.818715232496951,6.0,25334.0,22.0
IDN.20.6_1,LombokTimur,287.0,23.428571428571427,5.401364867,2.9132985241010454,541.0,30823.0,1211.0
IDN.20.7_1,LombokUtara,127.0,25.503937007874015,5.245104275,3.031361159015748,1410.0,51054.0,48.0
IDN.20.8_1,Mataram,8.0,26.25,3.722754918,2.755802358,76.0,14053.0,0.0
IDN.20.10_1,Sumbawa,532.0,51.484962406015036,5.628500677,2.9469964246785714,60.0,12615.0,10.0
IDN.20.9_1,SumbawaBarat,256.0,28.22265625,4.811374778,2.6132244250742187,2.0,18515.0,0.0
IDN.21.1_1,Alor,133.0,30.834586466165412,6.444756212,3.3285036428045114,346.0,17052.0,1097.0
IDN.21.2_1,Belu,72.0,19.86111111111111,4.9366786,3.2484772635277777,0.0,0.0,0.0
IDN.21.3_1,Ende,108.0,46.416666666666664,5.52406057,2.768284347935185,0.0,0.0,0.0
IDN.21.4_1,FloresTimur,47.0,83.95744680851064,4.699710149,3.2860711583404254,340.0,8.0,0.0
IDN.21.5_1,KotaKupang,6.0,18.333333333333332,4.624723669,3.5098758151666662,0.0,0.0,0.0
IDN.21.6_1,Kupang,275.0,26.46909090909091,6.254467902,3.3164309811854547,0.0,192.0,51.0
IDN.21.7_1,Lembata,60.0,80.08333333333333,4.756451599,3.2031469868666664,2.0,136.0,6.0
IDN.21.10_1,Manggarai,134.0,69.73880597014926,6.236253494,2.9927008939253734,21.0,1.0,0.0
IDN.21.8_1,ManggaraiBarat,59.0,108.40677966101696,5.8676604,3.1203542982542376,0.0,699.0,113.0
IDN.21.9_1,ManggaraiTimur,151.0,85.41721854304636,6.027642442,3.2156921743907287,0.0,0.0,0.0
IDN.21.11_1,Nagekeo,30.0,124.8,5.087890999,3.3527826336,0.0,0.0,0.0
IDN.21.12_1,Ngada,36.0,119.41666666666667,4.909773504,3.2359171775555553,0.0,0.0,0.0
IDN.21.13_1,RoteNdao,6.0,18.833333333333332,4.0299766,3.2650500823333335,0.0,0.0,0.0
IDN.21.14_1,SabuRaijua,1.0,47.0,3.512107064,3.512107064,0.0,0.0,0.0
IDN.21.15_1,Sikka,45.0,73.57777777777778,4.971991444,3.281813500822222,0.0,0.0,0.0
IDN.21.17_1,SumbaBarat,110.0,29.20909090909091,4.774805515,3.1892397105454546,0.0,10.0,10.0
IDN.21.16_1,SumbaBaratDaya,246.0,33.34959349593496,5.8866205,3.1408270662642277,0.0,0.0,0.0
IDN.21.18_1,SumbaTengah,188.0,35.287234042553195,5.0337165,3.2172918078563826,0.0,0.0,0.0
IDN.21.19_1,SumbaTimur,336.0,35.410714285714285,5.7529846,3.0892370386964285,0.0,0.0,4.0
IDN.21.20_1,TimorTengahSelatan,164.0,24.445121951219512,4.9735346,3.1028997351890246,0.0,27.0,1.0
IDN.21.21_1,TimorTengahUtara,92.0,19.554347826086957,4.962860839,3.0985981731956524,0.0,11.0,3.0
IDN.23.1_1,Asmat,19.0,24.105263157894736,5.794592617,4.551774267526316,0.0,0.0,0.0
IDN.23.2_1,BiakNumfor,8.0,27.0,4.394292657,3.8629497555,123.0,5026.0,219.0
IDN.23.3_1,BovenDigoel,7.0,28.285714285714285,5.6024799,4.953035388571428,0.0,8.0,3.0
IDN.23.4_1,Deiyai,7.0,26.285714285714285,4.726100554,4.345024421285714,0.0,0.0,0.0
IDN.23.5_1,Dogiyai,41.0,21.097560975609756,5.144930958,3.9737777916097556,0.0,0.0,0.0
IDN.23.6_1,IntanJaya,33.0,100.36363636363636,5.349690398,3.984226884030303,0.0,0.0,0.0
IDN.23.7_1,Jayapura,1204.0,31.33139534883721,6.0233053,3.4101988398380403,0.0,0.0,0.0
IDN.23.8_1,Jayawijaya,22.0,70.45454545454545,5.006999787,4.065797542409091,0.0,0.0,0.0
IDN.23.9_1,Keerom,254.0,25.988188976377952,5.598549791,3.5625682577165354,0.0,0.0,0.0
IDN.23.10_1,KepulauanYapen,102.0,10.901960784313726,5.179253148,3.4910896502941178,0.0,0.0,0.0
IDN.23.11_1,KotaJayapura,126.0,12.428571428571429,5.491328618,3.1873363626031743,16.0,171.0,87.0
IDN.23.12_1,LannyJaya,8.0,56.125,5.200133498,4.143579931,0.0,0.0,0.0
IDN.23.13_1,MamberamoRaya,537.0,25.441340782122904,6.938387406,4.017929557696462,1.0,3.0,2.0
IDN.23.14_1,MamberamoTengah,39.0,47.35897435897436,5.088201718,4.031465898410256,0.0,1.0,1.0
IDN.23.15_1,Mappi,0.0,514.0,0.0,0.0,0.0,0.0,0.0
IDN.23.16_1,Merauke,4.0,236.25,6.179946667,5.3367629015,0.0,0.0,0.0
IDN.23.17_1,Mimika,85.0,34.752941176470586,5.140884033,4.1194094270941175,0.0,0.0,0.0
IDN.23.18_1,Nabire,342.0,25.31578947368421,6.097255483,3.634992008593567,1754.0,9632.0,442.0
IDN.23.19_1,Nduga,49.0,73.38775510204081,5.4252741,4.233640841020408,0.0,0.0,0.0
IDN.23.20_1,Paniai,31.0,74.74193548387096,4.991522668,4.147538376548387,0.0,0.0,0.0
IDN.23.21_1,PegununganBintang,88.0,47.36363636363637,6.149364,4.234623225306819,0.0,0.0,0.0
IDN.23.23_1,Puncak,19.0,75.63157894736842,5.241416698,4.284612609894737,0.0,0.0,0.0
IDN.23.22_1,PuncakJaya,30.0,52.5,5.221857113,4.228925852566666,0.0,0.0,0.0
IDN.23.24_1,Sarmi,814.0,29.4987714987715,6.538650699,3.885804802153563,6.0,332.0,44.0
IDN.23.25_1,Supiori,7.0,12.0,4.690861406,4.087456926142857,0.0,0.0,0.0
IDN.23.26_1,Tolikara,41.0,57.951219512195124,7.243572629,4.451433938463414,0.0,0.0,0.0
IDN.23.27_1,Waropen,176.0,39.78977272727273,6.5908145,4.0191789551875,12.0,1000.0,112.0
IDN.23.28_1,Yahukimo,113.0,32.442477876106196,5.178810311,4.08852830238938,0.0,0.0,0.0
IDN.23.29_1,Yalimo,44.0,43.29545454545455,5.304899219,4.035262759954545,0.0,0.0,0.0
IDN.22.1_1,Fakfak,13.0,65.23076923076923,4.635935151,3.423194752923077,0.0,0.0,0.0
IDN.22.2_1,Kaimana,147.0,18.897959183673468,5.232173276,3.843535178047619,0.0,0.0,0.0
IDN.22.3_1,KotaSorong,20.0,11.85,4.400541633,3.1970429236499998,0.0,0.0,0.0
IDN.22.4_1,Manokwari,360.0,17.241666666666667,7.5185144,3.620763518886111,513.0,2177.0,498.0
IDN.22.5_1,Maybrat,18.0,29.27777777777778,5.340756182,3.4972468146666666,0.0,0.0,0.0
IDN.22.6_1,RajaAmpat,49.0,41.83673469387755,5.372180283,3.3348374892040815,0.0,0.0,0.0
IDN.22.8_1,Sorong,48.0,17.0625,5.3193025,3.432138299,101.0,4775.0,84.0
IDN.22.7_1,SorongSelatan,14.0,41.42857142857143,5.0086921,3.5014566200714285,2.0,39.0,22.0
IDN.22.9_1,Tambrauw,103.0,17.78640776699029,7.902198116,4.011075071184465,0.0,0.0,0.0
IDN.22.10_1,TelukBintuni,323.0,20.78018575851393,5.311141624,3.3192292095603717,0.0,0.0,0.0
IDN.22.11_1,TelukWondama,85.0,18.24705882352941,5.104587893,3.5286202193529412,0.0,0.0,0.0
IDN.24.1_1,Bengkalis,3.0,10.0,5.058432324,4.356329808,0.0,0.0,0.0
IDN.24.2_1,Dumai,0.0,514.0,0.0,0.0,0.0,0.0,0.0
IDN.24.3_1,IndragiriHilir,6.0,85.83333333333333,6.255845165,5.041610058833334,0.0,0.0,0.0
IDN.24.4_1,IndragiriHulu,4.0,78.25,4.942545503,4.3927358645000005,0.0,0.0,0.0
IDN.24.5_1,Kampar,12.0,83.33333333333333,5.771043297,4.110023544666666,0.0,0.0,0.0
IDN.24.6_1,KepulauanMeranti,0.0,514.0,0.0,0.0,0.0,0.0,0.0
IDN.24.7_1,KuantanSingingi,10.0,100.9,5.506432836,3.7302826961,0.0,10.0,2.0
IDN.24.8_1,Pekanbaru,2.0,15.5,5.58365596,4.97896528,0.0,0.0,0.0
IDN.24.9_1,Pelalawan,4.0,175.25,5.409750603,4.9035491505,0.0,0.0,0.0
IDN.24.10_1,RokanHilir,6.0,99.5,6.073322137,4.493646515,0.0,0.0,0.0
IDN.24.11_1,RokanHulu,29.0,176.13793103448276,4.88064835,3.6649974723793104,0.0,0.0,0.0
IDN.24.12_1,Siak,1.0,84.0,4.988077661,4.988077661,0.0,0.0,0.0
IDN.25.1_1,Majene,32.0,13.5,6.463147163,3.48177509459375,11138.0,4099.0,182.0
IDN.25.2_1,Mamasa,497.0,10.613682092555331,5.972808766,2.756611731440644,0.0,835.0,9.0
IDN.25.4_1,Mamuju,215.0,18.441860465116278,5.650959001,3.104084000367442,122.0,11525.0,303.0
IDN.25.3_1,MamujuUtara,85.0,15.51764705882353,5.6131367,3.2567508509411764,0.0,0.0,0.0
IDN.25.5_1,PolewaliMandar,20.0,44.85,5.067133238,2.5991191664,0.0,0.0,0.0
IDN.26.1_1,Bantaeng,3.0,14.333333333333334,4.734399588,3.4131755626666664,0.0,0.0,0.0
IDN.26.2_1,Barru,15.0,13.2,3.187505184,2.2804354503333335,0.0,0.0,0.0
IDN.26.3_1,Bone,56.0,32.42857142857143,5.916316152,2.7972567586607147,0.0,0.0,0.0
IDN.26.4_1,Bulukumba,3.0,14.666666666666666,3.8189334,2.91105085,0.0,0.0,0.0
IDN.26.5_1,Enrekang,42.0,10.571428571428571,3.9555234,2.5857854220238092,0.0,0.0,0.0
IDN.26.6_1,Gowa,3.0,16.333333333333332,3.742647845,3.06755838,0.0,0.0,0.0
IDN.26.7_1,Jeneponto,1.0,10.0,2.757542678,2.757542678,0.0,0.0,0.0
IDN.26.8_1,KepulauanSelayar,18.0,107.38888888888889,4.366786733,3.2888601554444445,97.0,595.0,2.0
IDN.26.11_1,Luwu,11.0,25.454545454545453,5.470710595,3.468848924545455,0.0,0.0,0.0
IDN.26.9_1,LuwuTimur,2142.0,10.381886087768441,5.154725535,2.6834853356699346,0.0,0.0,0.0
IDN.26.10_1,LuwuUtara,159.0,12.150943396226415,5.206224382,2.9360622625031447,0.0,0.0,0.0
IDN.26.12_1,Makassar,0.0,514.0,0.0,0.0,0.0,0.0,0.0
IDN.26.13_1,Maros,21.0,10.0,4.088023005,1.8284541902380953,0.0,0.0,0.0
IDN.26.14_1,Palopo,2.0,7.5,2.074574023,1.9033459405,0.0,0.0,0.0
IDN.26.15_1,PangkajeneDanKepulauan,21.0,10.714285714285714,2.8730705,1.8700134704285714,0.0,0.0,0.0
IDN.26.16_1,Parepare,1.0,10.0,2.623082033,2.623082033,0.0,0.0,0.0
IDN.26.17_1,Pinrang,35.0,10.914285714285715,5.8986837,2.7558487771142857,0.0,0.0,0.0
IDN.26.18_1,SidenrengRappang,23.0,12.826086956521738,4.828706909,2.6228853695652172,0.0,0.0,3.0
IDN.26.19_1,Sinjai,1.0,10.0,3.816020846,3.816020846,0.0,0.0,0.0
IDN.26.20_1,Soppeng,25.0,12.76,4.19925756,2.2268014772,0.0,0.0,0.0
IDN.26.21_1,Takalar,0.0,514.0,0.0,0.0,0.0,0.0,0.0
IDN.26.22_1,TanaToraja,55.0,10.636363636363637,4.6168671,2.871014883781818,0.0,0.0,0.0
IDN.26.23_1,TorajaUtara,49.0,14.061224489795919,4.8361933,3.028937206877551,0.0,0.0,0.0
IDN.26.24_1,Wajo,39.0,17.71794871794872,4.581077594,2.6352769694102567,0.0,3.0,1.0
IDN.27.2_1,Banggai,245.0,26.779591836734692,5.7549888,3.4471177717061225,6.0,278.0,7.0
IDN.27.1_1,BanggaiKepulauan,27.0,25.25925925925926,5.538708391,3.647006141851852,0.0,86.0,9.0
IDN.27.3_1,Buol,278.0,26.52158273381295,5.276330457,3.040764893643885,0.0,17.0,3.0
IDN.27.4_1,Donggala,306.0,17.754901960784313,5.3363029,3.1305557794313725,0.0,0.0,1.0
IDN.27.5_1,Morowali,555.0,17.686486486486487,6.372381546,3.2458473936396395,2.0,4.0,2.0
IDN.27.6_1,Palu,33.0,10.727272727272727,4.8585076,2.974500695090909,3.0,50.0,0.0
IDN.27.7_1,ParigiMoutong,533.0,33.93621013133208,5.828273872,3.094150226045028,699.0,1627.0,7.0
IDN.27.8_1,Poso,2193.0,10.036023711810305,6.554031331,2.825231810872777,94.0,1339.0,219.0
IDN.27.9_1,Sigi,1092.0,13.465201465201465,6.202494013,3.0542131969249087,9.0,235.0,12.0
IDN.27.10_1,TojoUna-Una,211.0,17.18483412322275,5.883709879,3.052492804127962,35.0,86.0,3.0
IDN.27.11_1,Toli-Toli,176.0,23.261363636363637,5.04225324,3.1162251000738634,79.0,0.0,0.0
IDN.28.1_1,Bau-Bau,2.0,14.5,3.107597445,3.036669501,0.0,0.0,0.0
IDN.28.2_1,Bombana,25.0,40.56,4.220209639,3.15720784752,0.0,0.0,0.0
IDN.28.4_1,Buton,12.0,44.166666666666664,7.272893698,3.876244356166667,0.0,101.0,7.0
IDN.28.3_1,ButonUtara,12.0,20.5,6.023582388,3.48085668575,1.0,28.0,0.0
IDN.28.5_1,Kendari,21.0,11.80952380952381,4.4449611,3.276961252666667,19.0,735.0,3.0
IDN.28.7_1,Kolaka,243.0,10.440329218106996,6.5892313,2.787747897016461,0.0,161.0,0.0
IDN.28.6_1,KolakaUtara,31.0,13.258064516129032,3.649140289,2.3743442642580646,0.0,0.0,0.0
IDN.28.10_1,Konawe,91.0,11.098901098901099,4.743284242,2.999124526791209,0.0,2.0,0.0
IDN.28.8_1,KonaweSelatan,106.0,23.160377358490567,5.668295415,3.1788077141415094,0.0,0.0,0.0
IDN.28.9_1,KonaweUtara,47.0,23.51063829787234,4.583912236,3.131556217829787,0.0,0.0,0.0
IDN.28.11_1,Muna,25.0,27.44,4.678415451,3.2513204362800003,0.0,7.0,6.0
IDN.28.12_1,Wakatobi,1.0,10.0,4.880816963,4.880816963,0.0,0.0,0.0
IDN.29.1_1,Bitung,6.0,89.83333333333333,4.9337228,3.786157059166667,0.0,0.0,0.0
IDN.29.5_1,BolaangMongondow,107.0,198.73831775700936,5.044898542,3.650543956971963,0.0,0.0,0.0
IDN.29.2_1,BolaangMongondowSelatan,100.0,202.29,5.111456618,3.7276689282400004,0.0,0.0,0.0
IDN.29.3_1,BolaangMongondowTimur,16.0,67.0625,5.323434379,3.372432667875,0.0,11.0,2.0
IDN.29.4_1,BolaangMongondowUtara,18.0,93.33333333333333,5.0830892,3.3185042921666668,0.0,0.0,0.0
IDN.29.6_1,KepulauanSangihe,6.0,87.33333333333333,4.5780634,4.130673918,0.0,0.0,0.0
IDN.29.7_1,KepulauanTalaud,152.0,29.144736842105264,6.106072,4.183516327875,77.0,1574.0,64.0
IDN.29.8_1,Kotamobagu,2.0,191.5,3.3801898,3.2140730565,0.0,0.0,0.0
IDN.29.9_1,Manado,5.0,166.2,4.364978468,3.6514892938,14.0,6.0,39.0
IDN.29.13_1,Minahasa,20.0,176.1,5.709180349,4.11659779015,0.0,2.0,0.0
IDN.29.10_1,MinahasaSelatan,33.0,151.78787878787878,4.7833474,3.743073006818182,0.0,0.0,0.0
IDN.29.11_1,MinahasaTenggara,3.0,110.66666666666667,5.274198061,3.9468344826666666,0.0,0.0,1.0
IDN.29.12_1,MinahasaUtara,20.0,148.95,4.730928439,4.00318633245,0.0,0.0,0.0
IDN.29.14_1,SiauTagulandangBiaro,3.0,94.0,4.623546336,3.6793843269999997,0.0,0.0,0.0
IDN.29.15_1,Tomohon,3.0,101.33333333333333,3.717895227,3.666934845,0.0,0.0,0.0
IDN.30.1_1,Agam,189.0,12.597883597883598,6.285025888,2.744756115132275,381.0,29562.0,1058.0
IDN.30.2_1,Bukittinggi,5.0,10.4,3.811349725,3.1127760066,107.0,99.0,17.0
IDN.30.3_1,Danau,19.0,9.157894736842104,5.029741972,3.126125152,0.0,0.0,0.0
IDN.30.4_1,Dharmasraya,19.0,127.15789473684211,4.563007607,3.541503313263158,0.0,0.0,0.0
IDN.30.5_1,KepulauanMentawai,89.0,33.01123595505618,6.267409066,3.8859061623820224,41.0,5178.0,352.0
IDN.30.6_1,KotaSolok,1.0,94.0,3.5742085,3.5742085,0.0,0.0,0.0
IDN.30.7_1,LimaPuluhKota,18.0,100.83333333333333,4.80030595,3.5616695753888887,9.0,232.0,44.0
IDN.30.10_1,Padang,13.0,55.30769230769231,4.1647913,3.283877378076923,1631.0,123149.0,5160.0
IDN.30.8_1,PadangPanjang,0.0,514.0,0.0,0.0,74.0,4678.0,298.0
IDN.30.9_1,PadangPariaman,30.0,28.666666666666668,4.239501081,2.933248875,706.0,110064.0,2699.0
IDN.30.11_1,Pariaman,0.0,514.0,0.0,0.0,400.0,13616.0,477.0
IDN.30.13_1,Pasaman,335.0,42.25074626865672,5.0305151,3.1309700732716417,89.0,3533.0,230.0
IDN.30.12_1,PasamanBarat,169.0,33.43195266272189,6.187476395,3.1856117768284027,432.0,12141.0,335.0
IDN.30.14_1,Payakumbuh,0.0,514.0,0.0,0.0,15.0,208.0,83.0
IDN.30.15_1,PesisirSelatan,77.0,45.18181818181818,5.574886977,3.3386675078571426,72.0,35766.0,671.0
IDN.30.16_1,Sawahlunto,1.0,155.0,4.9760291,4.9760291,0.0,0.0,0.0
IDN.30.17_1,Sijunjung,13.0,110.84615384615384,4.5109555,3.639771904076923,0.0,0.0,21.0
IDN.30.19_1,Solok,81.0,14.320987654320987,4.790584485,2.736469399234568,308.0,4948.0,419.0
IDN.30.18_1,SolokSelatan,28.0,66.39285714285714,5.637287004,3.4456925049285716,62.0,524.0,16.0
IDN.30.20_1,TanahDatar,51.0,28.15686274509804,4.730823341,3.1260720779215685,277.0,18044.0,2163.0
IDN.31.1_1,BanyuAsin,11.0,56.36363636363637,5.855191384,4.599505835909091,0.0,0.0,0.0
IDN.31.2_1,EmpatLawang,18.0,53.05555555555556,4.255925308,3.1484947535,0.0,0.0,0.0
IDN.31.3_1,Lahat,61.0,42.60655737704918,5.872729582,3.1042026437540984,30.0,876.0,34.0
IDN.31.4_1,Lubuklinggau,13.0,175.30769230769232,4.552887837,3.948147813923077,0.0,0.0,0.0
IDN.31.5_1,MuaraEnim,88.0,59.47727272727273,5.46472948,3.3499753484090906,0.0,0.0,0.0
IDN.31.6_1,MusiBanyuasin,23.0,113.1304347826087,5.802225844,4.284644343913043,0.0,0.0,0.0
IDN.31.7_1,MusiRawas,89.0,149.42696629213484,5.512167472,3.7637527915955054,0.0,0.0,0.0
IDN.31.8_1,OganIlir,2.0,10.0,5.238024694,5.202305844,0.0,0.0,0.0
IDN.31.9_1,OganKomeringIlir,15.0,47.8,5.999876393,4.570346817666667,0.0,0.0,0.0
IDN.31.12_1,OganKomeringUlu,16.0,52.8125,4.98366169,3.2326951715625,0.0,0.0,0.0
IDN.31.10_1,OganKomeringUluSelatan,67.0,53.76119402985075,5.070964103,3.0979065832238804,0.0,12.0,8.0
IDN.31.11_1,OganKomeringUluTimur,5.0,102.8,4.19867362,3.4175245104,0.0,0.0,0.0
IDN.31.13_1,PagarAlam,12.0,86.25,4.845003425,3.4193244848333335,0.0,0.0,0.0
IDN.31.14_1,Palembang,0.0,514.0,0.0,0.0,0.0,0.0,0.0
IDN.31.15_1,Prabumulih,3.0,120.0,3.857162255,3.5212875196666666,0.0,0.0,0.0
IDN.32.1_1,Asahan,7.0,153.42857142857142,3.74181304,3.231018026857143,0.0,0.0,0.0
IDN.32.2_1,BatuBara,2.0,481.5,4.453850437,4.0551961945,0.0,0.0,0.0
IDN.32.3_1,Dairi,52.0,27.096153846153847,4.71560141,2.857306222057692,12.0,810.0,107.0
IDN.32.4_1,DeliSerdang,98.0,13.581632653061224,4.828440613,2.954370480183673,0.0,78.0,4.0
IDN.32.5_1,Gunungsitoli,5.0,25.2,3.9561113,3.4349768292,0.0,0.0,0.0
IDN.32.6_1,HumbangHasundutan,39.0,63.205128205128204,5.006017859,3.1283447065641026,0.0,65.0,78.0
IDN.32.7_1,Karo,136.0,24.0,5.416254348,2.7669839081838234,0.0,0.0,0.0
IDN.32.8_1,KotaBinjai,0.0,514.0,0.0,0.0,0.0,0.0,0.0
IDN.32.9_1,KotaMedan,1.0,50.0,2.4915937,2.4915937,0.0,0.0,0.0
IDN.32.10_1,KotaTanjungbalai,0.0,514.0,0.0,0.0,0.0,0.0,0.0
IDN.32.13_1,Labuhanbatu,0.0,514.0,0.0,0.0,0.0,0.0,0.0
IDN.32.11_1,LabuhanbatuSelatan,2.0,12.0,3.697142106,3.5832216404999997,0.0,0.0,0.0
IDN.32.12_1,LabuhanbatuUtara,3.0,62.333333333333336,4.880763219,4.223394599666666,0.0,0.0,0.0
IDN.32.14_1,LakeToba,118.0,96.22881355932203,5.108722844,3.10316189979661,0.0,0.0,0.0
IDN.32.15_1,Langkat,124.0,39.45967741935484,5.642869866,3.0374133785322583,0.0,4.0,1.0
IDN.32.16_1,MandailingNatal,265.0,56.422641509433966,5.725743,3.4088020685018865,1724.0,1992.0,51.0
IDN.32.20_1,Nias,10.0,25.3,4.204895,3.3064103606,3969.0,24744.0,2659.0
IDN.32.17_1,NiasBarat,16.0,19.5625,4.612681998,3.5352563129375,0.0,0.0,0.0
IDN.32.18_1,NiasSelatan,61.0,21.0327868852459,5.116079096,3.5903424022786887,3167.0,20578.0,857.0
IDN.32.19_1,NiasUtara,33.0,26.0,4.6233856,3.696733234969697,0.0,0.0,0.0
IDN.32.22_1,PadangLawas,114.0,119.66666666666667,5.4185258,3.4734353408684213,0.0,0.0,0.0
IDN.32.21_1,PadangLawasUtara,91.0,130.98901098901098,5.253056355,3.572329667703297,0.0,0.0,0.0
IDN.32.23_1,Padangsidimpuan,16.0,16.625,4.950035764,3.235436348375,1.0,85.0,3.0
IDN.32.24_1,PakpakBarat,10.0,52.2,3.6442922,2.7469381469,2.0,242.0,55.0
IDN.32.25_1,Pematangsiantar,2.0,170.0,4.09075565,3.818227201,0.0,0.0,0.0
IDN.32.26_1,Samosir,147.0,34.89795918367347,5.444440608,2.601980706176871,0.0,386.0,18.0
IDN.32.27_1,SerdangBedagai,3.0,194.33333333333334,5.022026078,4.319085448,0.0,0.0,0.0
IDN.32.28_1,Sibolga,1.0,21.0,2.7933265,2.7933265,1.0,122.0,1.0
IDN.32.29_1,Simalungun,83.0,104.5421686746988,5.341613992,3.2777227082168676,0.0,5.0,0.0
IDN.32.30_1,TapanuliSelatan,184.0,66.14673913043478,5.4520256,3.314332219353261,0.0,49.0,17.0
IDN.32.31_1,TapanuliTengah,56.0,73.875,5.379780849,3.3172313988392856,1.0,830.0,243.0
IDN.32.32_1,TapanuliUtara,611.0,47.92635024549918,6.000836227,3.1770634269132567,277.0,3005.0,275.0
IDN.32.33_1,Tebingtinggi,0.0,514.0,0.0,0.0,0.0,0.0,0.0
IDN.32.34_1,TobaSamosir,41.0,126.0,5.554142144,3.7464496019024387,0.0,0.0,0.0
IDN.33.1_1,Bantul,34.0,20.41176470588235,5.76378,2.2785276324117647,16205.0,148580.0,1752.0
IDN.33.2_1,GunungKidul,126.0,18.976190476190474,4.959533725,2.824426524103175,1179.0,8971.0,809.0
IDN.33.3_1,KotaYogyakarta,0.0,514.0,0.0,0.0,536.0,14349.0,478.0
IDN.33.4_1,KulonProgo,1.0,300.0,3.3195466,3.3195466,2202.0,9169.0,423.0
IDN.33.5_1,Sleman,10.0,19.2,5.263208904,2.4956330523,4926.0,22254.0,610.0
